Date,IEF
2003-01-06,42.90447235107422
2003-01-07,43.04121780395508
2003-01-08,43.14252471923828
2003-01-09,42.62087631225586
2003-01-10,42.666465759277344
2003-01-13,42.742462158203125
2003-01-14,42.84370040893555
2003-01-15,42.939937591552734
2003-01-16,42.92478561401367
2003-01-17,43.10200881958008
2003-01-21,43.24885559082031
2003-01-22,43.42606735229492
2003-01-23,43.33494567871094
2003-01-24,43.42107391357422
2003-01-27,43.28937530517578
2003-01-28,43.2944450378418
2003-01-29,43.10706329345703
2003-01-30,43.2741813659668
2003-01-31,43.2944450378418
2003-02-03,43.22734069824219
2003-02-04,43.3696174621582
2003-02-05,43.20197677612305
2003-02-06,43.3696174621582
2003-02-07,43.38995361328125
2003-02-10,43.30865478515625
2003-02-11,43.349334716796875
2003-02-12,43.53731155395508
2003-02-13,43.69479751586914
2003-02-14,43.5423698425293
2003-02-18,43.5423698425293
2003-02-19,43.70499801635742
2003-02-20,43.857418060302734
2003-02-21,43.69479751586914
2003-02-24,43.8675422668457
2003-02-25,43.92851638793945
2003-02-26,44.06059646606445
2003-02-27,44.10126876831055
2003-02-28,44.24860763549805
2003-03-03,44.340293884277344
2003-03-04,44.42692947387695
2003-03-05,44.508399963378906
2003-03-06,44.41674041748047
2003-03-07,44.564491271972656
2003-03-10,44.7122688293457
2003-03-11,44.70206069946289
2003-03-12,44.600181579589844
2003-03-13,44.10597229003906
2003-03-14,44.248619079589844
2003-03-17,43.902137756347656
2003-03-18,43.66268539428711
2003-03-19,43.453834533691406
2003-03-20,43.484371185302734
2003-03-21,43.086971282958984
2003-03-24,43.504764556884766
2003-03-25,43.50985336303711
2003-03-26,43.61176300048828
2003-03-27,43.69328689575195
2003-03-28,43.76460266113281
2003-03-31,44.08047866821289
2003-04-01,44.023765563964844
2003-04-02,43.712093353271484
2003-04-03,43.788719177246094
2003-04-04,43.712093353271484
2003-04-07,43.609901428222656
2003-04-08,43.77340316772461
2003-04-09,43.92158889770508
2003-04-10,43.80404281616211
2003-04-11,43.69164276123047
2003-04-14,43.56900405883789
2003-04-15,43.72230911254883
2003-04-16,43.81939697265625
2003-04-17,43.763221740722656
2003-04-21,43.6814079284668
2003-04-22,43.69164276123047
2003-04-23,43.67119598388672
2003-04-24,43.926658630371094
2003-04-25,43.998207092285156
2003-04-28,43.95222854614258
2003-04-29,43.875579833984375
2003-04-30,44.141300201416016
2003-05-01,44.17822265625
2003-05-02,43.937137603759766
2003-05-05,44.075660705566406
2003-05-06,44.34749221801758
2003-05-07,44.65529251098633
2003-05-08,44.70143508911133
2003-05-09,44.773292541503906
2003-05-12,44.96310806274414
2003-05-13,45.00413131713867
2003-05-14,45.250328063964844
2003-05-15,45.204185485839844
2003-05-16,45.44532775878906
2003-05-19,45.435035705566406
2003-05-20,45.73770523071289
2003-05-21,45.59403991699219
2003-05-22,45.80952453613281
2003-05-23,45.758209228515625
2003-05-27,45.58889389038086
2003-05-28,45.59917068481445
2003-05-29,45.84031677246094
2003-05-30,45.81460952758789
2003-06-02,45.63664627075195
2003-06-03,45.940120697021484
2003-06-04,46.073875427246094
2003-06-05,45.9092903137207
2003-06-06,45.85786437988281
2003-06-09,46.10988235473633
2003-06-10,46.367095947265625
2003-06-11,46.269351959228516
2003-06-12,46.44938659667969
2003-06-13,46.619171142578125
2003-06-16,46.37738800048828
2003-06-17,46.125335693359375
2003-06-18,45.84751510620117
2003-06-19,45.91443634033203
2003-06-20,45.84243392944336
2003-06-23,46.0173225402832
2003-06-24,46.23334503173828
2003-06-25,45.883575439453125
2003-06-26,45.43091583251953
2003-06-27,45.389747619628906
2003-06-30,45.49778366088867
2003-07-01,45.618507385253906
2003-07-02,45.66518020629883
2003-07-03,45.37493896484375
2003-07-07,45.13132858276367
2003-07-08,45.14691925048828
2003-07-09,45.229827880859375
2003-07-10,45.33344268798828
2003-07-11,45.49413299560547
2003-07-14,45.229827880859375
2003-07-15,44.61302947998047
2003-07-16,44.628631591796875
2003-07-17,44.535343170166016
2003-07-18,44.42131423950195
2003-07-21,43.84086608886719
2003-07-22,43.99632263183594
2003-07-23,44.1310920715332
2003-07-24,43.96007537841797
2003-07-25,43.903038024902344
2003-07-28,43.581687927246094
2003-07-29,43.156707763671875
2003-07-30,43.50395202636719
2003-07-31,43.2137451171875
2003-08-01,43.38991165161133
2003-08-04,43.70882034301758
2003-08-05,43.41609573364258
2003-08-06,43.86039733886719
2003-08-07,44.017242431640625
2003-08-08,44.01199722290039
2003-08-11,43.82902145385742
2003-08-12,43.75059127807617
2003-08-13,43.26445770263672
2003-08-14,43.35329818725586
2003-08-15,43.33763122558594
2003-08-18,43.46834182739258
2003-08-19,43.81333541870117
2003-08-20,43.604270935058594
2003-08-21,43.44221496582031
2003-08-22,43.47356033325195
2003-08-25,43.28533935546875
2003-08-26,43.44221496582031
2003-08-27,43.33763122558594
2003-08-28,43.64082336425781
2003-08-29,43.520606994628906
2003-09-02,43.34330749511719
2003-09-03,43.454132080078125
2003-09-04,43.73377227783203
2003-09-05,44.287757873535156
2003-09-08,44.08197021484375
2003-09-09,44.292999267578125
2003-09-10,44.59376525878906
2003-09-11,44.435489654541016
2003-09-12,44.61487579345703
2003-09-15,44.693992614746094
2003-09-16,44.65709686279297
2003-09-17,44.90506362915039
2003-09-18,44.8997802734375
2003-09-19,44.8997802734375
2003-09-22,44.70457458496094
2003-09-23,44.81006622314453
2003-09-24,45.03693771362305
2003-09-25,45.10028076171875
2003-09-26,45.44322204589844
2003-09-29,45.248016357421875
2003-09-30,45.685916900634766
2003-10-01,45.888671875
2003-10-02,45.72368621826172
2003-10-03,45.09048843383789
2003-10-06,45.223541259765625
2003-10-07,44.96282196044922
2003-10-08,45.04262924194336
2003-10-09,44.89894104003906
2003-10-10,45.031951904296875
2003-10-13,44.96282196044922
2003-10-14,44.781864166259766
2003-10-15,44.62224578857422
2003-10-16,44.37745666503906
2003-10-17,44.6169319152832
2003-10-20,44.648860931396484
2003-10-21,44.72867965698242
2003-10-22,45.05324935913086
2003-10-23,44.90960693359375
2003-10-24,45.223541259765625
2003-10-27,45.101165771484375
2003-10-28,45.31398391723633
2003-10-29,45.0213623046875
2003-10-30,44.85638427734375
2003-10-31,45.01600646972656
2003-11-03,44.84463119506836
2003-11-04,45.004798889160156
2003-11-05,44.84463119506836
2003-11-06,44.61507034301758
2003-11-07,44.540306091308594
2003-11-10,44.52431106567383
2003-11-11,44.59371566772461
2003-11-12,44.73786544799805
2003-11-13,45.12761306762695
2003-11-14,45.373207092285156
2003-11-17,45.426551818847656
2003-11-18,45.61336135864258
2003-11-19,45.30377960205078
2003-11-20,45.58669662475586
2003-11-21,45.565311431884766
2003-11-24,45.32508850097656
2003-11-25,45.43724822998047
2003-11-26,45.32508850097656
2003-11-28,45.02614974975586
2003-12-01,44.75099182128906
2003-12-02,44.87946319580078
2003-12-03,44.76169204711914
2003-12-04,44.85804748535156
2003-12-05,45.40407943725586
2003-12-08,45.232765197753906
2003-12-09,45.007999420166016
2003-12-10,45.1203498840332
2003-12-11,45.39335632324219
2003-12-12,45.39335632324219
2003-12-15,45.371952056884766
2003-12-16,45.91801834106445
2003-12-17,46.036964416503906
2003-12-18,46.1937255859375
2003-12-19,46.19918441772461
2003-12-22,46.07478332519531
2003-12-23,45.76125717163086
2003-12-24,46.04780197143555
2003-12-26,46.1937255859375
2003-12-29,45.91261672973633
2003-12-30,45.86392593383789
2003-12-31,45.94475555419922
2004-01-02,45.57592010498047
2004-01-05,45.53794860839844
2004-01-06,45.87968063354492
2004-01-07,45.98271179199219
2004-01-08,45.98271179199219
2004-01-09,46.52516555786133
2004-01-12,46.52516555786133
2004-01-13,46.77469253540039
2004-01-14,46.866939544677734
2004-01-15,46.894065856933594
2004-01-16,46.69873809814453
2004-01-20,46.61740493774414
2004-01-21,46.752967834472656
2004-01-22,46.95372772216797
2004-01-23,46.60113525390625
2004-01-26,46.405853271484375
2004-01-27,46.59029769897461
2004-01-28,46.25398635864258
2004-01-29,46.19975280761719
2004-01-30,46.4112548828125
2004-02-02,46.3650016784668
2004-02-03,46.54456329345703
2004-02-04,46.4683837890625
2004-02-05,46.2943229675293
2004-02-06,46.57722473144531
2004-02-09,46.68605041503906
2004-02-10,46.55544662475586
2004-02-11,46.80027389526367
2004-02-12,46.773109436035156
2004-02-13,46.89274597167969
2004-02-17,46.89274597167969
2004-02-18,46.88186264038086
2004-02-19,46.91450500488281
2004-02-20,46.75674057006836
2004-02-23,46.90909957885742
2004-02-24,46.99073791503906
2004-02-25,47.04513931274414
2004-02-26,46.97437286376953
2004-02-27,47.15936279296875
2004-03-01,47.20899200439453
2004-03-02,46.936214447021484
2004-03-03,46.89255142211914
2004-03-04,47.039886474609375
2004-03-05,47.62366485595703
2004-03-08,47.891075134277344
2004-03-09,48.071102142333984
2004-03-10,48.065650939941406
2004-03-11,48.071102142333984
2004-03-12,47.92378616333008
2004-03-15,47.951072692871094
2004-03-16,48.185733795166016
2004-03-17,48.15293884277344
2004-03-18,48.00020217895508
2004-03-19,47.93474197387695
2004-03-22,48.114784240722656
2004-03-23,48.185733795166016
2004-03-24,48.15293884277344
2004-03-25,48.0875129699707
2004-03-26,47.78190231323242
2004-03-29,47.5800895690918
2004-03-30,47.59642028808594
2004-03-31,47.77101135253906
2004-04-01,47.65395736694336
2004-04-02,46.772884368896484
2004-04-05,46.54300308227539
2004-04-06,46.70719909667969
2004-04-07,46.71263122558594
2004-04-08,46.625099182128906
2004-04-12,46.47734069824219
2004-04-13,46.11616134643555
2004-04-14,46.08329772949219
2004-04-15,46.017662048339844
2004-04-16,46.18729782104492
2004-04-19,46.066890716552734
2004-04-20,45.73309326171875
2004-04-21,45.826148986816406
2004-04-22,46.006717681884766
2004-04-23,45.815185546875
2004-04-26,45.809688568115234
2004-04-27,45.990291595458984
2004-04-28,45.689273834228516
2004-04-29,45.58537673950195
2004-04-30,45.694766998291016
2004-05-03,45.67718505859375
2004-05-04,45.54545974731445
2004-05-05,45.44114685058594
2004-05-06,45.39718246459961
2004-05-07,44.837215423583984
2004-05-10,44.826263427734375
2004-05-11,44.9140739440918
2004-05-12,44.84821319580078
2004-05-13,44.71095657348633
2004-05-14,44.936073303222656
2004-05-17,45.22704315185547
2004-05-18,45.13917541503906
2004-05-19,44.93054962158203
2004-05-20,45.155662536621094
2004-05-21,45.05683517456055
2004-05-24,45.089752197265625
2004-05-25,45.10625076293945
2004-05-26,45.331356048583984
2004-05-27,45.57838821411133
2004-05-28,45.452144622802734
2004-06-01,45.22571563720703
2004-06-02,45.148582458496094
2004-06-03,45.22019958496094
2004-06-04,45.03290557861328
2004-06-07,45.09901809692383
2004-06-08,45.08799743652344
2004-06-09,44.955814361572266
2004-06-10,45.0053825378418
2004-06-14,44.78501510620117
2004-06-15,45.3799934387207
2004-06-16,45.28083419799805
2004-06-17,45.407501220703125
2004-06-18,45.31385803222656
2004-06-21,45.38541793823242
2004-06-22,45.32487106323242
2004-06-23,45.3909912109375
2004-06-24,45.56727981567383
2004-06-25,45.58926010131836
2004-06-28,45.25327682495117
2004-06-29,45.46809005737305
2004-06-30,45.749019622802734
2004-07-01,45.839134216308594
2004-07-02,46.23154830932617
2004-07-06,46.14308547973633
2004-07-07,46.16520309448242
2004-07-08,46.17072677612305
2004-07-09,46.24811553955078
2004-07-12,46.3033447265625
2004-07-13,46.20384979248047
2004-07-14,46.18174743652344
2004-07-15,46.15970993041992
2004-07-16,46.60734558105469
2004-07-19,46.59629821777344
2004-07-20,46.29229736328125
2004-07-21,46.192848205566406
2004-07-22,46.24811553955078
2004-07-23,46.35866928100586
2004-07-26,46.198333740234375
2004-07-27,45.87229537963867
2004-07-28,45.94413757324219
2004-07-29,45.98835372924805
2004-07-30,46.3033447265625
2004-08-02,46.34941101074219
2004-08-03,46.46027374267578
2004-08-04,46.432594299316406
2004-08-05,46.57121276855469
2004-08-06,47.208824157714844
2004-08-09,47.05356979370117
2004-08-10,46.85950469970703
2004-08-11,47.02032470703125
2004-08-12,47.08131408691406
2004-08-13,47.16450500488281
2004-08-16,47.11457824707031
2004-08-17,47.33637619018555
2004-08-18,47.18109893798828
2004-08-19,47.29759216308594
2004-08-20,47.20330047607422
2004-08-23,47.04251480102539
2004-08-24,47.08687973022461
2004-08-25,47.09244155883789
2004-08-26,47.29759216308594
2004-08-27,47.24212646484375
2004-08-30,47.40846633911133
2004-08-31,47.61361312866211
2004-09-01,47.60584259033203
2004-09-02,47.34996032714844
2004-09-03,47.222042083740234
2004-09-07,47.24985885620117
2004-09-08,47.522403717041016
2004-09-09,47.4389762878418
2004-09-10,47.53351974487305
2004-09-13,47.65032196044922
2004-09-14,47.66144561767578
2004-09-15,47.61139678955078
2004-09-16,47.872802734375
2004-09-17,47.70595169067383
2004-09-20,47.978511810302734
2004-09-21,48.01189422607422
2004-09-22,48.20655059814453
2004-09-23,48.039676666259766
2004-09-24,48.034141540527344
2004-09-27,48.167572021484375
2004-09-28,48.11753845214844
2004-09-29,47.81718063354492
2004-09-30,47.76713943481445
2004-10-01,47.575782775878906
2004-10-04,47.59248733520508
2004-10-05,47.59248733520508
2004-10-06,47.436336517333984
2004-10-07,47.35265350341797
2004-10-08,47.754295349121094
2004-10-11,47.8324089050293
2004-10-12,47.8324089050293
2004-10-13,48.005332946777344
2004-10-14,48.1727180480957
2004-10-15,48.01093673706055
2004-10-18,48.08346939086914
2004-10-19,48.06672286987305
2004-10-20,48.28431701660156
2004-10-21,48.21733856201172
2004-10-22,48.351226806640625
2004-10-25,48.40700912475586
2004-10-26,48.323368072509766
2004-10-27,48.027679443359375
2004-10-28,48.1002197265625
2004-10-29,48.23965835571289
2004-11-01,48.001808166503906
2004-11-02,48.11933898925781
2004-11-03,48.10255813598633
2004-11-04,48.074562072753906
2004-11-05,47.71642303466797
2004-11-08,47.64930725097656
2004-11-09,47.660518646240234
2004-11-10,47.56531524658203
2004-11-11,47.55415725708008
2004-11-12,47.73323440551758
2004-11-15,47.75564956665039
2004-11-16,47.70524597167969
2004-11-17,47.95703887939453
2004-11-18,47.996212005615234
2004-11-19,47.73323440551758
2004-11-22,47.76680374145508
2004-11-23,47.7220458984375
2004-11-24,47.78917694091797
2004-11-26,47.615684509277344
2004-11-29,47.33034133911133
2004-11-30,47.285560607910156
2004-12-01,47.269832611083984
2004-12-02,47.163204193115234
2004-12-03,47.63468933105469
2004-12-06,47.724483489990234
2004-12-07,47.71889877319336
2004-12-08,48.072566986083984
2004-12-09,47.96027374267578
2004-12-10,48.03324890136719
2004-12-13,48.06690979003906
2004-12-14,48.1511116027832
2004-12-15,48.32513427734375
2004-12-16,47.95466232299805
2004-12-17,47.89295196533203
2004-12-20,47.949039459228516
2004-12-21,48.016414642333984
2004-12-22,47.96586990356445
2004-12-23,47.90415573120117
2004-12-27,47.70206832885742
2004-12-28,47.69644546508789
2004-12-29,47.60102462768555
2004-12-30,47.7806396484375
2004-12-31,47.83754348754883
2005-01-03,47.93323516845703
2005-01-04,47.634822845458984
2005-01-05,47.713592529296875
2005-01-06,47.758731842041016
2005-01-07,47.719276428222656
2005-01-10,47.713592529296875
2005-01-11,47.809349060058594
2005-01-12,47.88257598876953
2005-01-13,48.07401657104492
2005-01-14,48.045902252197266
2005-01-18,48.028953552246094
2005-01-19,48.05717468261719
2005-01-20,48.1415901184082
2005-01-21,48.23732376098633
2005-01-24,48.23173904418945
2005-01-25,48.05147933959961
2005-01-26,48.062747955322266
2005-01-27,47.98957061767578
2005-01-28,48.23732376098633
2005-01-31,48.254249572753906
2005-02-01,48.220890045166016
2005-02-02,48.22655487060547
2005-02-03,48.147491455078125
2005-02-04,48.396026611328125
2005-02-07,48.49203109741211
2005-02-08,48.53721237182617
2005-02-09,48.77447509765625
2005-02-10,48.46942901611328
2005-02-11,48.40727615356445
2005-02-14,48.46942901611328
2005-02-15,48.396026611328125
2005-02-16,48.220890045166016
2005-02-17,48.11361312866211
2005-02-18,47.87069320678711
2005-02-22,47.8763427734375
2005-02-23,47.9159049987793
2005-02-24,47.83684158325195
2005-02-25,47.90463638305664
2005-02-28,47.593929290771484
2005-03-01,47.594512939453125
2005-03-02,47.58887481689453
2005-03-03,47.56052780151367
2005-03-04,47.7757453918457
2005-03-07,47.78707504272461
2005-03-08,47.56052780151367
2005-03-09,47.19804763793945
2005-03-10,47.282962799072266
2005-03-11,47.08473205566406
2005-03-14,47.19804763793945
2005-03-15,47.107418060302734
2005-03-16,47.21504592895508
2005-03-17,47.396263122558594
2005-03-18,47.2773323059082
2005-03-21,47.22068786621094
2005-03-22,46.87515640258789
2005-03-23,46.98279571533203
2005-03-24,47.022422790527344
2005-03-28,46.86952590942383
2005-03-29,47.06209945678711
2005-03-30,47.169734954833984
2005-03-31,47.401920318603516
2005-04-01,47.497955322265625
2005-04-04,47.47523498535156
2005-04-05,47.48092269897461
2005-04-06,47.622982025146484
2005-04-07,47.44114303588867
2005-04-08,47.492286682128906
2005-04-11,47.634361267089844
2005-04-12,47.8844108581543
2005-04-13,47.90715408325195
2005-04-14,48.03219223022461
2005-04-15,48.34470748901367
2005-04-18,48.2424201965332
2005-04-19,48.52089309692383
2005-04-20,48.492454528808594
2005-04-21,48.14580154418945
2005-04-22,48.35038757324219
2005-04-25,48.35038757324219
2005-04-26,48.327701568603516
2005-04-27,48.47542190551758
2005-04-28,48.77096176147461
2005-04-29,48.59476089477539
2005-05-02,48.64435958862305
2005-05-03,48.70711135864258
2005-05-04,48.695655822753906
2005-05-05,48.84960174560547
2005-05-06,48.5018310546875
2005-05-09,48.49617004394531
2005-05-10,48.667179107666016
2005-05-11,48.72987365722656
2005-05-12,48.775489807128906
2005-05-13,48.90092086791992
2005-05-16,48.90660858154297
2005-05-17,48.96925735473633
2005-05-18,49.12895202636719
2005-05-19,48.980716705322266
2005-05-20,48.974998474121094
2005-05-23,49.19733810424805
2005-05-24,49.328453063964844
2005-05-25,49.15175247192383
2005-05-26,49.18023681640625
2005-05-27,49.23158645629883
2005-05-31,49.488094329833984
2005-06-01,49.79341125488281
2005-06-02,49.77629089355469
2005-06-03,49.49037551879883
2005-06-06,49.62186050415039
2005-06-07,49.764869689941406
2005-06-08,49.673309326171875
2005-06-09,49.64472579956055
2005-06-10,49.33024978637695
2005-06-13,49.198734283447266
2005-06-14,49.14155960083008
2005-06-15,49.12441635131836
2005-06-16,49.27880859375
2005-06-17,49.22160720825195
2005-06-20,49.14731216430664
2005-06-21,49.30167770385742
2005-06-22,49.673309326171875
2005-06-23,49.62186050415039
2005-06-24,49.74197769165039
2005-06-27,49.7819938659668
2005-06-28,49.5704460144043
2005-06-29,49.55325698852539
2005-06-30,49.72483444213867
2005-07-01,49.29696273803711
2005-07-05,49.096195220947266
2005-07-06,49.19942855834961
2005-07-07,49.31415939331055
2005-07-08,49.13631820678711
2005-07-11,49.113399505615234
2005-07-12,48.98723220825195
2005-07-13,48.94132995605469
2005-07-14,48.87824630737305
2005-07-15,48.88969802856445
2005-07-18,48.80942916870117
2005-07-19,48.87824630737305
2005-07-20,48.97001647949219
2005-07-21,48.6086540222168
2005-07-22,48.83804702758789
2005-07-25,48.75205612182617
2005-07-26,48.78643798828125
2005-07-27,48.717628479003906
2005-07-28,48.92987823486328
2005-07-29,48.63734817504883
2005-08-01,48.54014205932617
2005-08-02,48.49405288696289
2005-08-03,48.61491012573242
2005-08-04,48.58040237426758
2005-08-05,48.32148742675781
2005-08-08,48.194854736328125
2005-08-09,48.33296585083008
2005-08-10,48.309959411621094
2005-08-11,48.51710891723633
2005-08-12,48.71272659301758
2005-08-15,48.649444580078125
2005-08-16,48.87955093383789
2005-08-17,48.68970489501953
2005-08-18,48.94862747192383
2005-08-19,48.91986846923828
2005-08-22,48.96012496948242
2005-08-23,49.0522346496582
2005-08-24,49.075225830078125
2005-08-25,49.10398864746094
2005-08-26,49.02342224121094
2005-08-29,49.0579719543457
2005-08-30,49.288116455078125
2005-08-31,49.6103515625
2005-09-01,49.658843994140625
2005-09-02,49.67036819458008
2005-09-06,49.51445770263672
2005-09-07,49.35292053222656
2005-09-08,49.35292053222656
2005-09-09,49.393272399902344
2005-09-12,49.2374382019043
2005-09-13,49.38755798339844
2005-09-14,49.283626556396484
2005-09-15,49.1335563659668
2005-09-16,48.94305419921875
2005-09-19,49.041202545166016
2005-09-20,49.00080108642578
2005-09-21,49.22593688964844
2005-09-22,49.26054382324219
2005-09-23,48.989219665527344
2005-09-26,48.86225509643555
2005-09-27,48.89107131958008
2005-09-28,48.989219665527344
2005-09-29,48.879539489746094
2005-09-30,48.74103927612305
2005-10-03,48.55399703979492
2005-10-04,48.5771369934082
2005-10-05,48.69295883178711
2005-10-06,48.62926483154297
2005-10-07,48.69295883178711
2005-10-10,48.704559326171875
2005-10-11,48.61188507080078
2005-10-12,48.426612854003906
2005-10-13,48.351314544677734
2005-10-14,48.351314544677734
2005-10-17,48.29336929321289
2005-10-18,48.36287307739258
2005-10-19,48.420772552490234
2005-10-20,48.44975280761719
2005-10-21,48.664005279541016
2005-10-24,48.4555549621582
2005-10-25,48.22969055175781
2005-10-26,48.044334411621094
2005-10-27,48.154380798339844
2005-10-28,48.10226821899414
2005-10-31,48.13701248168945
2005-11-01,48.106773376464844
2005-11-02,48.007957458496094
2005-11-03,47.8394775390625
2005-11-04,47.81623077392578
2005-11-07,47.90340805053711
2005-11-08,48.14167404174805
2005-11-09,47.88594436645508
2005-11-10,48.15907669067383
2005-11-11,48.217201232910156
2005-11-14,48.002197265625
2005-11-15,48.164913177490234
2005-11-16,48.40898513793945
2005-11-17,48.50196075439453
2005-11-18,48.385738372802734
2005-11-21,48.47874069213867
2005-11-22,48.64723587036133
2005-11-23,48.519412994384766
2005-11-25,48.664710998535156
2005-11-28,48.72859573364258
2005-11-29,48.46128845214844
2005-11-30,48.43804168701172
2005-12-01,48.32900619506836
2005-12-02,48.36982345581055
2005-12-05,48.22401809692383
2005-12-06,48.45143127441406
2005-12-07,48.42229461669922
2005-12-08,48.63222122192383
2005-12-09,48.41645431518555
2005-12-12,48.305686950683594
2005-12-13,48.42229461669922
2005-12-14,48.725528717041016
2005-12-15,48.66136169433594
2005-12-16,48.74884796142578
2005-12-19,48.77800369262695
2005-12-20,48.69635772705078
2005-12-21,48.63222122192383
2005-12-22,48.82465744018555
2005-12-23,48.941261291503906
2005-12-27,49.17453384399414
2005-12-28,49.02351379394531
2005-12-29,49.082069396972656
2005-12-30,49.09963607788086
2006-01-03,49.09379577636719
2006-01-04,49.18153381347656
2006-01-05,49.193260192871094
2006-01-06,49.12887954711914
2006-01-09,49.15229797363281
2006-01-10,48.953330993652344
2006-01-11,48.83045959472656
2006-01-12,49.0059700012207
2006-01-13,49.222530364990234
2006-01-17,49.281002044677734
2006-01-18,49.29861068725586
2006-01-19,49.17570877075195
2006-01-20,49.257625579833984
2006-01-23,49.245941162109375
2006-01-24,49.16399383544922
2006-01-25,48.859718322753906
2006-01-26,48.75436019897461
2006-01-27,48.789485931396484
2006-01-30,48.68415832519531
2006-01-31,48.75436019897461
2006-02-01,48.60410690307617
2006-02-02,48.60410690307617
2006-02-03,48.75087356567383
2006-02-06,48.680423736572266
2006-02-07,48.621742248535156
2006-02-08,48.59238052368164
2006-02-09,48.63932418823242
2006-02-10,48.498470306396484
2006-02-13,48.498470306396484
2006-02-14,48.42804718017578
2006-02-15,48.516048431396484
2006-02-16,48.49259567260742
2006-02-17,48.65695571899414
2006-02-21,48.598228454589844
2006-02-22,48.780216217041016
2006-02-23,48.662818908691406
2006-02-24,48.60410690307617
2006-02-27,48.510215759277344
2006-02-28,48.70389175415039
2006-03-01,48.60789489746094
2006-03-02,48.41360092163086
2006-03-03,48.29579162597656
2006-03-06,48.142662048339844
2006-03-07,48.16624069213867
2006-03-08,48.189823150634766
2006-03-09,48.23691177368164
2006-03-10,48.142662048339844
2006-03-13,48.10147476196289
2006-03-14,48.37823486328125
2006-03-15,48.289894104003906
2006-03-16,48.596134185791016
2006-03-17,48.49601745605469
2006-03-20,48.59024429321289
2006-03-21,48.38999938964844
2006-03-22,48.44894790649414
2006-03-23,48.325225830078125
2006-03-24,48.537227630615234
2006-03-27,48.431243896484375
2006-03-28,48.1956787109375
2006-03-29,48.14856719970703
2006-03-30,48.00725173950195
2006-03-31,48.0425910949707
2006-04-03,47.98943328857422
2006-04-04,47.99531555175781
2006-04-05,48.10753631591797
2006-04-06,47.97165298461914
2006-04-07,47.75310516357422
2006-04-10,47.812198638916016
