Date,SPY
1993-06-23,24.555021286010742
1993-06-24,24.884742736816406
1993-06-25,24.86738395690918
1993-06-28,25.145044326782227
1993-06-29,25.02356719970703
1993-06-30,25.02356719970703
1993-07-01,24.954151153564453
1993-07-02,24.815319061279297
1993-07-06,24.555021286010742
1993-07-07,24.62445068359375
1993-07-08,24.902097702026367
1993-07-09,24.971500396728516
1993-07-12,24.954151153564453
1993-07-13,24.93680191040039
1993-07-14,25.02356719970703
1993-07-15,24.91946029663086
1993-07-16,24.850040435791016
1993-07-19,24.832693099975586
1993-07-20,24.902097702026367
1993-07-21,24.884742736816406
1993-07-22,24.711206436157227
1993-07-23,24.832693099975586
1993-07-26,24.971500396728516
1993-07-27,24.954151153564453
1993-07-28,24.902097702026367
1993-07-29,25.040916442871094
1993-07-30,24.902097702026367
1993-08-02,24.971500396728516
1993-08-03,24.988866806030273
1993-08-04,24.988866806030273
1993-08-05,24.93680191040039
1993-08-06,24.971500396728516
1993-08-09,25.110328674316406
1993-08-10,25.092987060546875
1993-08-11,25.092987060546875
1993-08-12,25.02356719970703
1993-08-13,25.058284759521484
1993-08-16,25.19710350036621
1993-08-17,25.28386688232422
1993-08-18,25.422687530517578
1993-08-19,25.422687530517578
1993-08-20,25.44005584716797
1993-08-23,25.387996673583984
1993-08-24,25.665664672851562
1993-08-25,25.683008193969727
1993-08-26,25.700342178344727
1993-08-27,25.683008193969727
1993-08-30,25.7871150970459
1993-08-31,25.856508255004883
1993-09-01,25.82183265686035
1993-09-02,25.73505401611328
1993-09-03,25.75240135192871
1993-09-07,25.578887939453125
1993-09-08,25.492115020751953
1993-09-09,25.54416275024414
1993-09-10,25.769765853881836
1993-09-13,25.7871150970459
1993-09-14,25.683008193969727
1993-09-15,25.75240135192871
1993-09-16,25.648279190063477
1993-09-17,25.59855842590332
1993-09-20,25.389026641845703
1993-09-21,25.301708221435547
1993-09-22,25.511260986328125
1993-09-23,25.65093231201172
1993-09-24,25.581096649169922
1993-09-27,25.860483169555664
1993-09-28,25.808088302612305
1993-09-29,25.720806121826172
1993-09-30,25.668411254882812
1993-10-01,25.790634155273438
1993-10-04,25.8255672454834
1993-10-05,25.790634155273438
1993-10-06,25.773162841796875
1993-10-07,25.703323364257812
1993-10-08,25.738245010375977
1993-10-11,25.790634155273438
1993-10-12,25.8255672454834
1993-10-13,25.8255672454834
1993-10-14,26.15732192993164
1993-10-15,26.297012329101562
1993-10-18,26.227174758911133
1993-10-19,26.03509521484375
1993-10-20,26.070026397705078
1993-10-21,26.03509521484375
1993-10-22,25.91286277770996
1993-10-25,25.982711791992188
1993-10-26,25.965259552001953
1993-10-27,25.982711791992188
1993-10-28,26.174789428710938
1993-10-29,26.174789428710938
1993-11-01,26.244638442993164
1993-11-02,26.227174758911133
1993-11-03,25.895401000976562
1993-11-04,25.61600685119629
1993-11-05,25.738245010375977
1993-11-08,25.773162841796875
1993-11-09,25.790634155273438
1993-11-10,25.982711791992188
1993-11-11,25.91286277770996
1993-11-12,26.03509521484375
1993-11-15,26.01761817932129
1993-11-16,26.139869689941406
1993-11-17,26.00018310546875
1993-11-18,25.930322647094727
1993-11-19,25.877944946289062
1993-11-22,25.720806121826172
1993-11-23,25.860483169555664
1993-11-24,25.965259552001953
1993-11-26,25.982711791992188
1993-11-29,25.877944946289062
1993-11-30,25.895401000976562
1993-12-01,25.930322647094727
1993-12-02,26.00018310546875
1993-12-03,26.104955673217773
1993-12-06,26.19224739074707
1993-12-07,26.174789428710938
1993-12-08,26.174789428710938
1993-12-09,26.087488174438477
1993-12-10,26.03509521484375
1993-12-13,26.19224739074707
1993-12-14,26.00018310546875
1993-12-15,25.965259552001953
1993-12-16,26.052541732788086
1993-12-17,26.195714950561523
1993-12-20,26.23089027404785
1993-12-21,26.14300537109375
1993-12-22,26.31880760192871
1993-12-23,26.301223754882812
1993-12-27,26.441879272460938
1993-12-28,26.494626998901367
1993-12-29,26.459440231323242
1993-12-30,26.35396957397461
1993-12-31,26.21331787109375
1994-01-03,26.14300537109375
1994-01-04,26.24848747253418
1994-01-05,26.301223754882812
1994-01-06,26.301223754882812
1994-01-07,26.459440231323242
1994-01-10,26.775920867919922
1994-01-11,26.723163604736328
1994-01-12,26.635255813598633
1994-01-13,26.564945220947266
1994-01-14,26.67042350769043
1994-01-17,26.67042350769043
1994-01-18,26.70558738708496
1994-01-19,26.635255813598633
1994-01-20,26.70558738708496
1994-01-21,26.652851104736328
1994-01-24,26.547367095947266
1994-01-25,26.547367095947266
1994-01-26,26.617679595947266
1994-01-27,26.86381721496582
1994-01-28,26.934141159057617
1994-01-31,27.127527236938477
1994-02-01,26.986894607543945
1994-02-02,27.162694931030273
1994-02-03,27.03962516784668
1994-02-04,26.424297332763672
1994-02-07,26.547367095947266
1994-02-08,26.564945220947266
1994-02-09,26.67042350769043
1994-02-10,26.441879272460938
1994-02-11,26.52978515625
1994-02-14,26.564945220947266
1994-02-15,26.70558738708496
1994-02-16,26.688018798828125
1994-02-17,26.52978515625
1994-02-18,26.37154197692871
1994-02-22,26.635255813598633
1994-02-23,26.564945220947266
1994-02-24,26.21331787109375
1994-02-25,26.336381912231445
1994-02-28,26.336381912231445
1994-03-01,26.23089027404785
1994-03-02,26.266071319580078
1994-03-03,26.195714950561523
1994-03-04,26.266071319580078
1994-03-07,26.406713485717773
1994-03-08,26.301223754882812
1994-03-09,26.424297332763672
1994-03-10,26.21331787109375
1994-03-11,26.35396957397461
1994-03-14,26.389127731323242
1994-03-15,26.37154197692871
1994-03-16,26.58250617980957
1994-03-17,26.58250617980957
1994-03-18,26.576725006103516
1994-03-21,26.505996704101562
1994-03-22,26.576725006103516
1994-03-23,26.559040069580078
1994-03-24,26.240755081176758
1994-03-25,25.993200302124023
1994-03-28,26.028560638427734
1994-03-29,25.515769958496094
1994-03-30,25.162128448486328
1994-03-31,25.23287010192871
1994-04-04,24.843841552734375
1994-04-05,25.356624603271484
1994-04-06,25.356624603271484
1994-04-07,25.480422973632812
1994-04-08,25.285890579223633
1994-04-11,25.39200782775879
1994-04-12,25.356624603271484
1994-04-13,25.224014282226562
1994-04-14,25.23287010192871
1994-04-15,25.23287010192871
1994-04-18,25.064882278442383
1994-04-19,25.100221633911133
1994-04-20,25.073728561401367
1994-04-21,25.409687042236328
1994-04-22,25.383150100708008
1994-04-25,25.648380279541016
1994-04-26,25.621862411499023
1994-04-28,25.436208724975586
1994-04-29,25.515769958496094
1994-05-02,25.67491912841797
1994-05-03,25.648380279541016
1994-05-04,25.60419464111328
1994-05-05,25.568845748901367
1994-05-06,25.32127571105957
1994-05-09,25.100221633911133
1994-05-10,25.29473876953125
1994-05-11,25.064882278442383
1994-05-12,25.188657760620117
1994-05-13,25.188657760620117
1994-05-16,25.197498321533203
1994-05-17,25.568845748901367
1994-05-18,25.754486083984375
1994-05-19,25.878257751464844
1994-05-20,25.7810001373291
1994-05-23,25.7368106842041
1994-05-24,25.84290313720703
1994-05-25,25.913633346557617
1994-05-26,25.931310653686523
1994-05-27,25.957847595214844
1994-05-31,25.92247200012207
1994-06-01,26.03742027282715
1994-06-02,26.0108699798584
1994-06-03,26.161191940307617
1994-06-06,26.152355194091797
1994-06-07,26.116975784301758
1994-06-08,25.90479278564453
1994-06-09,26.046262741088867
1994-06-10,26.090456008911133
1994-06-13,26.12582015991211
1994-06-14,26.329172134399414
1994-06-15,26.223068237304688
1994-06-16,26.27611541748047
1994-06-17,26.129467010498047
1994-06-20,25.906967163085938
1994-06-21,25.684467315673828
1994-06-22,25.78235626220703
1994-06-23,25.631067276000977
1994-06-24,25.097089767456055
1994-06-27,25.53316879272461
1994-06-28,25.4085750579834
1994-06-29,25.488677978515625
1994-06-30,25.328487396240234
1994-07-01,25.381887435913086
1994-07-05,25.515399932861328
1994-07-06,25.479766845703125
1994-07-07,25.58656883239746
1994-07-08,25.577674865722656
1994-07-11,25.488677978515625
1994-07-12,25.524267196655273
1994-07-13,25.56879234313965
1994-07-14,25.844663619995117
1994-07-15,25.853565216064453
1994-07-18,25.8980655670166
1994-07-19,25.844663619995117
1994-07-20,25.728961944580078
1994-07-21,25.78235626220703
1994-07-22,25.82686424255371
1994-07-25,25.86246109008789
1994-07-26,25.835765838623047
1994-07-27,25.835765838623047
1994-07-28,25.8891658782959
1994-07-29,26.14724349975586
1994-08-01,26.2718448638916
1994-08-02,26.30743980407715
1994-08-03,26.316341400146484
1994-08-04,26.165054321289062
1994-08-05,26.076061248779297
1994-08-08,26.13833999633789
1994-08-09,26.182836532592773
1994-08-10,26.280744552612305
1994-08-11,26.182836532592773
1994-08-12,26.38755226135254
1994-08-15,26.37864875793457
1994-08-16,26.5655517578125
1994-08-17,26.547739028930664
1994-08-18,26.458730697631836
1994-08-19,26.440950393676758
1994-08-22,26.41423988342285
1994-08-23,26.5655517578125
1994-08-24,26.850324630737305
1994-08-25,26.779117584228516
1994-08-26,27.16180992126465
1994-08-29,27.144014358520508
1994-08-30,27.215225219726562
1994-08-31,27.144014358520508
1994-09-01,27.055011749267578
1994-09-02,26.939306259155273
1994-09-06,26.948213577270508
1994-09-07,26.92152976989746
1994-09-08,27.055011749267578
1994-09-09,26.770233154296875
1994-09-12,26.69011688232422
1994-09-13,26.770233154296875
1994-09-14,26.796924591064453
1994-09-15,27.135120391845703
1994-09-16,26.94200325012207
1994-09-19,26.968862533569336
1994-09-20,26.45850372314453
1994-09-21,26.45850372314453
1994-09-22,26.39580726623535
1994-09-23,26.306270599365234
1994-09-26,26.44057846069336
1994-09-27,26.422677993774414
1994-09-28,26.628625869750977
1994-09-29,26.49431610107422
1994-09-30,26.45850372314453
1994-10-03,26.39580726623535
1994-10-04,26.001848220825195
1994-10-05,26.010801315307617
1994-10-06,25.930225372314453
1994-10-07,26.046619415283203
1994-10-10,26.324186325073242
1994-10-11,26.71814727783203
1994-10-12,26.75396156311035
1994-10-13,26.8435115814209
1994-10-14,26.95989990234375
1994-10-17,26.906173706054688
1994-10-18,26.8435115814209
1994-10-19,26.968862533569336
1994-10-20,26.789775848388672
1994-10-21,26.682331085205078
1994-10-24,26.45850372314453
1994-10-25,26.485368728637695
1994-10-26,26.583845138549805
1994-10-27,26.74502944946289
1994-10-28,27.309106826782227
1994-10-31,27.210607528686523
1994-11-01,26.906173706054688
1994-11-02,26.75396156311035
1994-11-03,26.897241592407227
1994-11-04,26.548046112060547
1994-11-07,26.628625869750977
1994-11-08,26.834564208984375
1994-11-09,26.879318237304688
1994-11-10,26.6912899017334
1994-11-11,26.592815399169922
1994-11-14,26.8435115814209
1994-11-15,26.75396156311035
1994-11-16,26.8435115814209
1994-11-17,26.664426803588867
1994-11-18,26.628625869750977
1994-11-21,26.360008239746094
1994-11-22,25.786968231201172
1994-11-23,25.930225372314453
1994-11-25,26.05558204650879
1994-11-28,26.171979904174805
1994-11-29,26.163026809692383
1994-11-30,26.127201080322266
1994-12-01,25.8675479888916
1994-12-02,26.109285354614258
1994-12-05,26.136150360107422
1994-12-06,26.154069900512695
1994-12-07,25.96603012084961
1994-12-08,25.7153377532959
1994-12-09,25.813810348510742
1994-12-12,25.983945846557617
1994-12-13,26.08243751525879
1994-12-14,26.21675682067871
1994-12-15,26.297327041625977
1994-12-16,26.42578125
1994-12-19,26.461885452270508
1994-12-20,26.380645751953125
1994-12-21,26.660417556762695
1994-12-22,26.579195022583008
1994-12-23,26.606271743774414
1994-12-27,26.750680923461914
1994-12-28,26.615304946899414
1994-12-29,26.63334846496582
1994-12-30,26.317455291748047
1995-01-03,26.443819046020508
1995-01-04,26.570186614990234
1995-01-05,26.570186614990234
1995-01-06,26.59724235534668
1995-01-09,26.624338150024414
1995-01-10,26.651397705078125
1995-01-11,26.669450759887695
1995-01-12,26.67847442626953
1995-01-13,26.99435806274414
1995-01-16,27.156816482543945
1995-01-17,27.16583251953125
1995-01-18,27.13875961303711
1995-01-19,26.98534393310547
1995-01-20,26.886062622070312
1995-01-23,26.967283248901367
1995-01-24,27.003395080566406
1995-01-25,27.075580596923828
1995-01-26,27.102672576904297
1995-01-27,27.210979461669922
1995-01-30,27.093639373779297
1995-01-31,27.201934814453125
1995-02-01,27.192922592163086
1995-02-02,27.355371475219727
1995-02-03,27.743450164794922
1995-02-06,27.860776901245117
1995-02-07,27.896883010864258
1995-02-08,27.896883010864258
1995-02-09,27.896883010864258
1995-02-10,27.932981491088867
1995-02-13,27.94200325012207
1995-02-14,27.978111267089844
1995-02-15,28.13153648376465
1995-02-16,28.095434188842773
1995-02-17,27.987136840820312
1995-02-21,27.978111267089844
1995-02-22,28.185688018798828
1995-02-23,28.230817794799805
1995-02-24,28.303020477294922
1995-02-27,28.077369689941406
1995-02-28,28.312040328979492
1995-03-01,28.13153648376465
1995-03-02,28.167627334594727
1995-03-03,28.176666259765625
1995-03-06,28.194721221923828
1995-03-07,27.978111267089844
1995-03-08,28.05031394958496
1995-03-09,28.04129981994629
1995-03-10,28.456451416015625
1995-03-13,28.429349899291992
1995-03-14,28.636947631835938
1995-03-15,28.582799911499023
1995-03-16,28.754274368286133
1995-03-17,28.782882690429688
1995-03-20,28.782882690429688
1995-03-21,28.710281372070312
1995-03-22,28.73752784729004
1995-03-23,28.755640029907227
1995-03-24,29.163991928100586
1995-03-27,29.281953811645508
1995-03-28,29.281953811645508
1995-03-29,29.272876739501953
1995-03-30,29.218441009521484
1995-03-31,29.1004695892334
1995-04-03,29.173057556152344
1995-04-04,29.363611221313477
1995-04-05,29.363611221313477
1995-04-06,29.47251319885254
1995-04-07,29.445289611816406
1995-04-10,29.49972152709961
1995-04-11,29.399906158447266
1995-04-12,29.49972152709961
1995-04-13,29.663057327270508
1995-04-17,29.490638732910156
1995-04-18,29.390830993652344
1995-04-19,29.363611221313477
1995-04-20,29.408992767333984
1995-04-21,29.554174423217773
1995-04-24,29.898963928222656
1995-04-25,29.81731414794922
1995-04-26,29.844524383544922
1995-04-27,29.917133331298828
1995-04-28,29.962507247924805
1995-05-01,29.880842208862305
1995-05-02,29.944351196289062
1995-05-03,30.36176872253418
1995-05-04,30.34361457824707
1995-05-05,30.30731201171875
1995-05-08,30.525089263916016
1995-05-09,30.497882843017578
1995-05-10,30.534175872802734
1995-05-11,30.615827560424805
1995-05-12,30.63397789001465
1995-05-15,30.779176712036133
1995-05-16,30.79732322692871
1995-05-17,30.67934799194336
1995-05-18,30.234745025634766
1995-05-19,30.25285530090332
1995-05-22,30.58860969543457
1995-05-23,30.86992073059082
1995-05-24,30.85175895690918
1995-05-25,30.878969192504883
1995-05-26,30.525089263916016
1995-05-30,30.51601791381836
1995-05-31,31.151214599609375
1995-06-01,31.069530487060547
1995-06-02,31.096759796142578
1995-06-05,31.287302017211914
1995-06-06,31.232877731323242
1995-06-07,31.069530487060547
1995-06-08,30.996952056884766
1995-06-09,30.815458297729492
1995-06-12,30.987878799438477
1995-06-13,31.323598861694336
1995-06-14,31.296388626098633
1995-06-15,31.432491302490234
1995-06-16,31.525815963745117
1995-06-19,31.88178253173828
1995-06-20,31.799636840820312
1995-06-21,31.781373977661133
1995-06-22,32.20122146606445
1995-06-23,32.13734436035156
1995-06-26,31.753986358642578
1995-06-27,31.69009780883789
1995-06-28,31.854389190673828
1995-06-29,31.799636840820312
1995-06-30,31.781373977661133
1995-07-03,31.900035858154297
1995-07-05,32.01868438720703
1995-07-06,32.429420471191406
1995-07-07,32.57545852661133
1995-07-10,32.593719482421875
1995-07-11,32.438560485839844
1995-07-12,32.840152740478516
1995-07-13,32.76713562011719
1995-07-14,32.73974609375
1995-07-17,32.92230987548828
1995-07-18,32.63935470581055
1995-07-19,32.28339385986328
1995-07-20,32.40206527709961
1995-07-21,32.36555480957031
1995-07-24,32.602848052978516
1995-07-25,32.84926223754883
1995-07-26,32.8218879699707
1995-07-27,33.09572982788086
1995-07-28,32.885780334472656
1995-07-31,32.80363845825195
1995-08-01,32.74888610839844
1995-08-02,32.67584991455078
1995-08-03,32.66672134399414
1995-08-04,32.70323944091797
1995-08-07,32.776268005371094
1995-08-08,32.776268005371094
1995-08-09,32.76713562011719
1995-08-10,32.694114685058594
1995-08-11,32.511592864990234
1995-08-14,32.80363845825195
1995-08-15,32.73974609375
1995-08-16,32.83100891113281
1995-08-17,32.776268005371094
1995-08-18,32.812774658203125
1995-08-21,32.721500396728516
1995-08-22,32.785404205322266
1995-08-23,32.66672134399414
1995-08-24,32.70323944091797
1995-08-25,32.885780334472656
1995-08-28,32.76713562011719
1995-08-29,32.84926223754883
1995-08-30,32.92230987548828
1995-08-31,32.949676513671875
1995-09-01,33.09572982788086
1995-09-05,33.40604782104492
1995-09-06,33.46995162963867
1995-09-07,33.48820114135742
1995-09-08,33.61597442626953
1995-09-11,33.70724868774414
1995-09-12,33.86241912841797
1995-09-13,34.01758575439453
1995-09-14,34.32791519165039
1995-09-15,34.31843185424805
1995-09-18,34.18997573852539
1995-09-19,34.35513687133789
1995-09-20,34.520301818847656
1995-09-21,34.23585510253906
1995-09-22,34.24503707885742
1995-09-25,34.18997573852539
1995-09-26,34.1807975769043
1995-09-27,34.153282165527344
1995-09-28,34.41019821166992
1995-09-29,34.34595489501953
1995-10-02,34.1716194152832
1995-10-03,34.20832824707031
1995-10-04,34.1716194152832
1995-10-05,34.27257537841797
1995-10-06,34.300086975097656
1995-10-09,34.01561737060547
1995-10-10,33.997283935546875
1995-10-11,34.107383728027344
1995-10-12,34.31843185424805
1995-10-13,34.42854690551758
1995-10-16,34.26337814331055
1995-10-17,34.4927864074707
1995-10-18,34.59372329711914
1995-10-19,34.75889205932617
1995-10-20,34.54783630371094
1995-10-23,34.474422454833984
1995-10-24,34.51115417480469
1995-10-25,34.22667694091797
1995-10-26,33.91468811035156
1995-10-27,34.1716194152832
1995-10-30,34.39183044433594
1995-10-31,34.24503707885742
1995-11-01,34.520301818847656
1995-11-02,34.74052810668945
1995-11-03,34.786399841308594
1995-11-06,34.6671257019043
1995-11-07,34.538658142089844
1995-11-08,34.85063934326172
1995-11-09,34.9791145324707
1995-11-10,34.960758209228516
1995-11-13,34.92404556274414
1995-11-14,34.694671630859375
1995-11-15,35.04335403442383
1995-11-16,35.236045837402344
1995-11-17,35.34614181518555
1995-11-20,35.16264343261719
1995-11-21,35.44708251953125
1995-11-22,35.336997985839844
1995-11-24,35.42873764038086
1995-11-27,35.437923431396484
1995-11-28,35.81413650512695
1995-11-29,35.85083770751953
1995-11-30,35.768245697021484
1995-12-01,35.81413650512695
1995-12-04,36.25458908081055
1995-12-05,36.493167877197266
1995-12-06,36.57575988769531
1995-12-07,36.383056640625
1995-12-08,36.502349853515625
1995-12-11,36.6583251953125
1995-12-12,36.54822540283203
1995-12-13,36.77761459350586
1995-12-14,36.51150894165039
1995-12-15,36.52490234375
1995-12-18,35.82318878173828
1995-12-19,36.201744079589844
1995-12-20,35.85090637207031
1995-12-21,36.035552978515625
1995-12-22,36.164817810058594
1995-12-26,36.34021759033203
1995-12-27,36.32175827026367
1995-12-28,36.28486251831055
1995-12-29,36.330970764160156
1996-01-02,36.71877670288086
1996-01-03,36.820343017578125
1996-01-04,36.4694938659668
1996-01-05,36.39562225341797
1996-01-08,36.53411102294922
1996-01-09,35.90629959106445
1996-01-10,35.43540954589844
1996-01-11,35.64777755737305
1996-01-12,35.59235382080078
1996-01-15,35.51851272583008
1996-01-16,35.95245361328125
1996-01-17,35.841670989990234
1996-01-18,35.96167755126953
1996-01-19,36.201744079589844
1996-01-22,36.21099090576172
1996-01-23,36.29408264160156
1996-01-24,36.58952331542969
1996-01-25,36.46025848388672
1996-01-26,36.7741813659668
1996-01-29,36.921897888183594
1996-01-30,37.23582458496094
1996-01-31,37.623592376708984
1996-02-01,37.762081146240234
1996-02-02,37.60511779785156
1996-02-05,37.9098014831543
1996-02-06,38.26987838745117
1996-02-07,38.49147033691406
1996-02-08,38.906944274902344
1996-02-09,38.897708892822266
1996-02-12,39.19316482543945
1996-02-13,39.110069274902344
1996-02-14,38.76844787597656
1996-02-15,38.52838897705078
1996-02-16,38.3714485168457
1996-02-20,37.992916107177734
1996-02-21,38.463775634765625
1996-02-22,39.07311248779297
1996-02-23,38.96233367919922
1996-02-26,38.40837860107422
1996-02-27,38.288352966308594
1996-02-28,38.11290740966797
1996-02-29,37.74361801147461
1996-03-01,38.34376525878906
1996-03-04,38.56532287597656
1996-03-05,38.92540740966797
1996-03-06,38.58376693725586
1996-03-07,38.77767562866211
1996-03-08,37.52204132080078
1996-03-11,37.95596694946289
1996-03-12,37.66051483154297
1996-03-13,37.91901779174805
1996-03-14,38.085235595703125
1996-03-15,38.059635162353516
1996-03-18,38.7922477722168
1996-03-19,38.70879364013672
1996-03-20,38.662418365478516
1996-03-21,38.56968688964844
1996-03-22,38.67169952392578
1996-03-25,38.5975227355957
1996-03-26,38.78299331665039
1996-03-27,38.43056869506836
1996-03-28,38.5789680480957
1996-03-29,38.39347457885742
1996-04-01,38.838645935058594
1996-04-02,38.912845611572266
1996-04-03,38.912845611572266
1996-04-04,38.885005950927734
1996-04-08,38.217281341552734
1996-04-09,38.06889724731445
1996-04-10,37.39191436767578
1996-04-11,37.34555435180664
1996-04-12,37.81852722167969
1996-04-15,38.13380813598633
1996-04-16,38.2451171875
1996-04-17,38.1523551940918
1996-04-18,38.2080192565918
1996-04-19,38.300750732421875
1996-04-22,38.5975227355957
1996-04-23,38.71807098388672
1996-04-24,38.5789680480957
1996-04-25,38.755149841308594
1996-04-26,38.838645935058594
1996-04-29,38.838645935058594
1996-04-30,38.810794830322266
1996-05-01,38.894264221191406
1996-05-02,38.22654342651367
1996-05-03,38.170921325683594
1996-05-06,38.13380813598633
1996-05-07,37.97616958618164
1996-05-08,38.449127197265625
1996-05-09,38.42131805419922
1996-05-10,38.80152893066406
1996-05-13,39.38577651977539
1996-05-14,39.62689208984375
1996-05-15,39.58053207397461
1996-05-16,39.664005279541016
1996-05-17,39.877296447753906
1996-05-20,40.146240234375
1996-05-21,40.09058380126953
1996-05-22,40.47081756591797
1996-05-23,40.30388641357422
1996-05-24,40.461551666259766
1996-05-28,40.053504943847656
1996-05-29,39.78455352783203
1996-05-30,39.98857879638672
1996-05-31,39.69180679321289
1996-06-03,39.80309295654297
1996-06-04,40.08130645751953
1996-06-05,40.43372344970703
1996-06-06,40.136959075927734
1996-06-07,40.136959075927734
1996-06-10,40.007102966308594
1996-06-11,39.970035552978516
1996-06-12,39.89582824707031
1996-06-13,39.89582824707031
1996-06-14,39.72892761230469
1996-06-17,39.70109176635742
1996-06-18,39.37651443481445
1996-06-19,39.552734375
1996-06-20,39.524906158447266
1996-06-21,39.86483383178711
1996-06-24,39.93942642211914
1996-06-25,39.89280700683594
1996-06-26,39.62242889404297
1996-06-27,39.90214157104492
1996-06-28,40.041961669921875
1996-07-01,40.386898040771484
1996-07-02,40.23777389526367
1996-07-03,40.15383529663086
1996-07-05,39.128326416015625
1996-07-08,38.9698371887207
1996-07-09,39.128326416015625
1996-07-10,39.28683090209961
1996-07-11,38.49435806274414
1996-07-12,38.522342681884766
1996-07-15,37.38494873046875
1996-07-16,37.478187561035156
1996-07-17,37.925662994384766
1996-07-18,38.44776153564453
1996-07-19,38.16808319091797
1996-07-22,37.88837814331055
1996-07-23,37.403587341308594
1996-07-24,37.478187561035156
1996-07-25,37.81378936767578
1996-07-26,38.01889419555664
1996-07-29,37.59937286376953
1996-07-30,37.96296310424805
1996-07-31,38.242671966552734
1996-08-01,38.87661361694336
1996-08-02,39.71567153930664
1996-08-05,39.482582092285156
1996-08-06,39.60380935668945
1996-08-07,39.70635986328125
1996-08-08,39.64109802246094
1996-08-09,39.51057434082031
1996-08-12,39.7995719909668
1996-08-13,39.482582092285156
1996-08-14,39.62242889404297
1996-08-15,39.54785919189453
1996-08-16,39.88346862792969
1996-08-19,39.90214157104492
1996-08-20,39.87417221069336
1996-08-21,39.73429870605469
1996-08-22,40.10722732543945
1996-08-23,39.89280700683594
1996-08-26,39.69702911376953
1996-08-27,39.84620666503906
1996-08-28,39.780948638916016
1996-08-29,39.38937759399414
1996-08-30,38.97916030883789
1996-09-03,39.230873107910156
1996-09-04,39.26816940307617
1996-09-05,38.7927131652832
1996-09-06,39.34273910522461
1996-09-09,39.80888748168945
1996-09-10,39.790260314941406
1996-09-11,40.013999938964844
1996-09-12,40.29368209838867
1996-09-13,40.90902328491211
1996-09-16,41.05818557739258
1996-09-17,40.96494674682617
1996-09-18,40.862403869628906
1996-09-19,41.02089309692383
1996-09-20,41.166385650634766
1996-09-23,41.157012939453125
1996-09-24,41.14764404296875
1996-09-25,41.175750732421875
1996-09-26,41.157012939453125
1996-09-27,41.194515228271484
1996-09-30,41.157012939453125
1996-10-01,41.38192367553711
1996-10-02,41.66305923461914
1996-10-03,41.625553131103516
1996-10-04,42.18781661987305
1996-10-07,42.234676361083984
