Date,SPY,EFA,IEF,GSG,VNQ,TLT,BTC,BIL
2009-06-25,68.02753448486328,27.817792892456055,60.90393829345703,30.440000534057617,15.67180347442627,57.042381286621094,,73.6973648071289
2009-06-26,67.85021209716797,27.763431549072266,60.98460006713867,30.1299991607666,15.805004119873047,57.13905715942383,,73.6973648071289
2009-06-29,68.48555755615234,27.999004364013672,61.11229705810547,30.510000228881836,15.794759750366211,57.22359085083008,,73.6973648071289
2009-06-30,67.93148803710938,27.672822952270508,60.95101547241211,30.049999237060547,15.886977195739746,57.12697219848633,,73.68131256103516
2009-07-01,68.21223449707031,28.13191032409668,60.91189956665039,29.670000076293945,16.16362190246582,57.013641357421875,,73.6828842163086
2009-07-02,66.35047149658203,27.32245445251465,61.11412048339844,28.84000015258789,15.308059692382812,57.146976470947266,,73.6989517211914
2009-07-06,66.34310150146484,27.35869598388672,61.15456771850586,28.100000381469727,15.692293167114258,57.037899017333984,,73.6828842163086
2009-07-07,65.05757904052734,26.694210052490234,61.397247314453125,27.579999923706055,15.082639694213867,57.41962814331055,,73.6828842163086
2009-07-08,65.01327514648438,26.58547592163086,62.10508346557617,26.799999237060547,14.939188957214355,58.480220794677734,,73.6989517211914
2009-07-09,65.13887786865234,26.91167640686035,61.741024017333984,27.09000015258789,14.657414436340332,57.78329086303711,,73.6828842163086
2009-07-10,64.98373413085938,26.597558975219727,62.12526321411133,26.690000534057617,14.636923789978027,58.31658172607422,,73.6828842163086
2009-07-13,66.56474304199219,27.06269645690918,61.90284729003906,26.8700008392334,15.190215110778809,57.98930740356445,,73.6989517211914
2009-07-14,66.9415054321289,27.207674026489258,61.49165344238281,26.940000534057617,15.374662399291992,57.025760650634766,,73.6989517211914
2009-07-15,68.8992919921875,28.137958526611328,60.69615173339844,27.579999923706055,15.943324089050293,55.55922317504883,,73.66683197021484
2009-07-16,68.78848266601562,28.38563346862793,61.060157775878906,27.81999969482422,16.127765655517578,56.15913772583008,,73.6989517211914
2009-07-17,69.54204559326172,28.28293800354004,60.64898681640625,28.18000030517578,15.69741439819336,55.29258346557617,,73.6989517211914
2009-07-20,70.28083801269531,28.83265495300293,60.87147903442383,28.770000457763672,16.25072479248047,55.58348083496094,,73.66683197021484
2009-07-21,70.60587310791016,29.013858795166016,61.552276611328125,28.829999923706055,16.204605102539062,56.692447662353516,,73.66683197021484
2009-07-22,70.59111785888672,29.086353302001953,61.188232421875,28.760000228881836,16.2251033782959,56.18339157104492,,73.6828842163086
2009-07-23,72.14998626708984,29.57565689086914,60.59507369995117,29.34000015258789,16.870622634887695,55.15319061279297,,73.66683197021484
2009-07-24,72.44548797607422,29.75688362121582,60.72314453125,29.709999084472656,16.988462448120117,55.41981506347656,,73.65074920654297
2009-07-27,72.65975189208984,29.787086486816406,60.44004440307617,29.809999465942383,17.234373092651367,54.78351593017578,,73.65074920654297
2009-07-28,72.31986999511719,29.66022491455078,60.56135940551758,29.510000228881836,17.218996047973633,55.268310546875,,73.66683197021484
2009-07-29,72.142578125,29.41860008239746,60.601806640625,28.1299991607666,17.003828048706055,55.571388244628906,,73.66683197021484
2009-07-30,72.89617156982422,29.992483139038086,60.8444938659668,29.3700008392334,17.613479614257812,56.359153747558594,,73.6828842163086
2009-07-31,72.99958801269531,30.451570510864258,61.45787811279297,30.270000457763672,17.59811782836914,57.45600509643555,,73.63470458984375
2009-08-03,74.20377349853516,31.158348083496094,60.80488586425781,30.989999771118164,17.915760040283203,56.58531188964844,,73.65396881103516
2009-08-04,74.39590454101562,31.11001205444336,60.62906265258789,31.260000228881836,18.89427947998047,56.13535690307617,,73.6700439453125
2009-08-05,74.18163299560547,30.98316192626953,60.28424835205078,31.5,19.616649627685547,55.29625701904297,,73.65396881103516
2009-08-06,73.79745483398438,30.789871215820312,60.28424835205078,31.06999969482422,19.468076705932617,55.484718322753906,,73.65396881103516
